date,min,max,median,q1,q3,stdev,count
2021-03-06T00:00:00.000Z,1.83,18.57,5.9,4.69,7.4,2.348,244
2021-03-07T00:00:00.000Z,1.07,38.63,6.2,4.09,9.69,7.269,267
2021-03-08T00:00:00.000Z,0.6,22.03,3.5,1.8,6.82,5.179,250
2021-03-09T00:00:00.000Z,1.8,19.82,6.3,4.57,8.19,3.034,259
2021-03-10T00:00:00.000Z,4.47,35.22,17.23,10.53,21.9,6.883,235
2021-03-11T00:00:00.000Z,1.2,78.4,23.73,3.87,48.97,24.874,241
2021-03-12T00:00:00.000Z,0.7,24.77,3.59,2.31,5.12,2.488,252
2021-03-13T00:00:00.000Z,0.5,9.57,1.97,1.23,3.17,1.621,250
2021-03-14T00:00:00.000Z,0.73,14.97,3.13,1.83,4.7,2.016,243
2021-03-15T00:00:00.000Z,1,19.73,5.2,3.2,7.5,3.502,219
2021-03-16T00:00:00.000Z,1.2,15.63,4.42,3,6.47,2.958,230
2021-03-17T00:00:00.000Z,0.7,34.27,10.19,3.97,15.22,7.634,256
2021-03-18T00:00:00.000Z,1.3,26.52,10.47,4.76,15.4,5.878,238
2021-03-19T00:00:00.000Z,0.6,67.3,4.4,2.13,26.5,17.873,230
2021-03-20T00:00:00.000Z,0.9,10.17,2.8,1.97,3.87,1.514,238
2021-03-21T00:00:00.000Z,0.5,21,4.62,2.29,9.86,5.271,226
2021-03-22T00:00:00.000Z,0.83,19.97,5.17,2.7,9.23,4.159,231
2021-03-23T00:00:00.000Z,1.5,29.6,9.25,5.32,16.14,6.276,308
2021-03-24T00:00:00.000Z,15.53,92,52.86,30.23,70.56,22.453,210
2021-03-25T00:00:00.000Z,40.36,99.47,70.41,58.17,82.23,13.571,222
2021-03-26T00:00:00.000Z,45.67,116.03,78.9,62.85,87.47,16.354,177
2021-03-27T00:00:00.000Z,0.6,81,5.7,3.07,48.43,24.934,179
2021-03-28T00:00:00.000Z,1.6,16.57,6.67,5.3,8.3,2.586,135
2021-03-29T00:00:00.000Z,1.53,22.93,5.7,4.03,7.53,2.94,194
2021-03-30T00:00:00.000Z,5.13,52.37,12.82,9.93,18.2,6.749,222
2021-03-31T00:00:00.000Z,8.13,183.7,21.09,14.84,25.75,16.552,196
2021-04-01T00:00:00.000Z,1.1,74.09,24.99,13.8,40.5,18.54,176
2021-04-02T00:00:00.000Z,1.03,33.17,6.1,3.03,12.6,6.592,199
2021-04-03T00:00:00.000Z,0.5,45.07,2.7,1.43,8.17,5.954,207
2021-04-04T00:00:00.000Z,1.7,21.83,7.4,5.09,11.32,4.469,197
2021-04-05T00:00:00.000Z,0.6,53.6,9.65,2.2,25.97,15.928,158
2021-04-06T00:00:00.000Z,1.2,14.45,4.13,2.9,6,2.438,239
2021-04-07T00:00:00.000Z,1.1,16.2,5.83,4,8.07,3.316,163
2021-04-08T00:00:00.000Z,1.1,28.97,5.13,3.17,7.93,4.316,189
2021-04-09T00:00:00.000Z,3.57,16.53,9.52,7.7,11.29,2.552,193
2021-04-10T00:00:00.000Z,3.47,64.83,9.6,6.45,14.65,14.114,169
2021-04-11T00:00:00.000Z,2.8,99.67,28.33,7.33,75.48,34.799,117
2021-04-12T00:00:00.000Z,1.17,97.53,4.05,2.5,5.9,9.675,106
2021-04-13T00:00:00.000Z,1.43,17.5,5.27,3.67,7.75,3.291,121
2021-04-14T00:00:00.000Z,0.9,27.9,5.85,2.82,8.52,5.033,132
2021-04-15T00:00:00.000Z,0.6,10.7,2.63,1.6,4.5,2.439,110
2021-04-16T00:00:00.000Z,1.07,9.19,2.9,2.2,4.43,1.66,127
2021-04-17T00:00:00.000Z,0.93,25.77,7.43,3.27,10.9,5.5,150
2021-04-18T00:00:00.000Z,5.7,67.03,25.05,18.73,37.4,15.914,134
2021-04-19T00:00:00.000Z,4.23,123.4,21.02,8.1,32,18.869,130
2021-04-20T00:00:00.000Z,2.83,37.5,10.27,7.2,12.77,4.776,121
2021-04-21T00:00:00.000Z,2.63,24.67,8.18,5.99,11.47,4.357,116
2021-04-22T00:00:00.000Z,1.7,21.57,8.3,6.53,11.73,3.741,119
2021-04-23T00:00:00.000Z,1.1,31.23,6.07,3.7,12.23,6.021,106
2021-04-24T00:00:00.000Z,1.7,32.1,6.17,3.63,9.86,5.597,130
2021-04-25T00:00:00.000Z,0.7,15,2.38,1.47,3.65,2.11,160
2021-04-26T00:00:00.000Z,0.7,14.17,2,1.3,2.9,1.67,137
2021-04-27T00:00:00.000Z,1.5,14.7,3.55,2.31,5.54,2.435,124
2021-04-28T00:00:00.000Z,5.67,48.73,13.39,9.23,16.89,5.525,122
2021-04-29T00:00:00.000Z,5.07,37.03,19.17,14.67,23.3,7.465,119
2021-04-30T00:00:00.000Z,3.4,25.53,10.8,7.85,16.62,5.881,105
2021-05-01T00:00:00.000Z,10.73,44.3,18.82,14.55,25.29,8.066,141
2021-05-02T00:00:00.000Z,3.43,58.63,26.8,13.47,41.23,16.178,131
2021-05-03T00:00:00.000Z,1,34.36,5.5,4.23,7.93,4.141,123
2021-05-04T00:00:00.000Z,0.93,11.63,4.7,3.07,6.47,2.348,117
2021-05-05T00:00:00.000Z,0.8,17.39,3.09,1.9,4.43,2.392,122
2021-05-06T00:00:00.000Z,1.53,13.7,5.15,3.97,6.97,2.674,110
2021-05-07T00:00:00.000Z,0.8,16.63,3.4,2.35,6.6,2.894,116
2021-05-08T00:00:00.000Z,1.4,21.47,4.87,3.3,6.7,2.546,127
2021-05-09T00:00:00.000Z,0.9,9.23,3.39,1.87,4.33,1.665,142
2021-05-10T00:00:00.000Z,1.6,10.02,3.07,2.27,4.03,1.615,134
2021-05-11T00:00:00.000Z,1.97,44.13,6.63,4.97,8.75,5.109,121
2021-05-12T00:00:00.000Z,4.5,37.77,19.47,9.19,22.53,8.3,115
2021-05-13T00:00:00.000Z,2,21.67,6.87,3.83,11.85,4.715,148
2021-05-14T00:00:00.000Z,0.93,10.67,3.17,2.23,4.09,1.665,130
2021-05-15T00:00:00.000Z,0.6,17.13,2.4,1.25,7.62,3.709,145
2021-05-16T00:00:00.000Z,0.97,10.13,2.19,1.7,3.2,1.379,148
2021-05-17T00:00:00.000Z,0.63,12.03,2,1.37,3.1,1.736,130
2021-05-18T00:00:00.000Z,1.3,22.83,5.23,3.07,9.52,4.58,113
2021-05-19T00:00:00.000Z,1.07,15.23,2.99,1.83,7.97,3.76,146
2021-05-20T00:00:00.000Z,0.8,9.97,3,1.97,3.87,1.773,154
2021-05-21T00:00:00.000Z,0.8,10.63,3.2,2,4.43,2.011,142
2021-05-22T00:00:00.000Z,0.7,9.63,2.34,1.45,4.2,2.094,124
2021-05-23T00:00:00.000Z,0.7,8.6,2.25,1.6,3.4,1.501,166
2021-05-24T00:00:00.000Z,0.67,10.9,2.27,1.23,3.73,1.528,147
2021-05-25T00:00:00.000Z,0.6,6.37,1.6,1.2,2.17,0.989,163
2021-05-26T00:00:00.000Z,0.6,6.53,1.63,1.07,2.54,1.263,160
2021-05-27T00:00:00.000Z,0.6,24.33,3.7,2.17,4.65,2.681,144
2021-05-28T00:00:00.000Z,0.8,12.6,4.8,2.65,7.2,2.879,157
2021-05-29T00:00:00.000Z,2.4,41.67,8.8,6,11.13,7.92,131
2021-05-30T00:00:00.000Z,1.8,17.8,3.6,2.67,5.15,2.045,165
2021-05-31T00:00:00.000Z,1.1,48.07,4.63,2.65,7.45,5.848,133
2021-06-01T00:00:00.000Z,1.1,36.57,4.93,3.13,11.97,6.817,171
2021-06-02T00:00:00.000Z,1.97,21.07,5.43,4.2,7.7,3.039,135
2021-06-03T00:00:00.000Z,3.4,17.87,6.27,5.2,8.07,2.572,148
2021-06-04T00:00:00.000Z,6.03,17.93,10,8.1,11.09,2.159,149
2021-06-05T00:00:00.000Z,3.1,15.17,6.07,4.17,9.77,3.133,153
2021-06-06T00:00:00.000Z,3.23,20.93,8.89,6.07,11.05,3.369,192
2021-06-07T00:00:00.000Z,2.87,85.63,5.09,4.03,6.72,6.855,317
2021-06-08T00:00:00.000Z,1.63,19.67,6.53,5.67,8,2.528,235
2021-06-09T00:00:00.000Z,1.1,88.1,2.2,1.7,3.6,6.189,260
2021-06-10T00:00:00.000Z,2.37,20.63,5.52,4.09,7.6,2.989,178
2021-06-11T00:00:00.000Z,1.6,13.23,4.9,3.67,7.53,2.84,183
2021-06-12T00:00:00.000Z,1.6,18.57,6.25,4.75,8.18,3.106,160
2021-06-13T00:00:00.000Z,3.13,20.97,7.52,5.92,9.86,2.929,164
2021-06-14T00:00:00.000Z,1.63,29.67,7.13,3.9,10.52,4.333,197
2021-06-15T00:00:00.000Z,1.67,15.83,7.02,5.13,8.93,2.839,190
2021-06-16T00:00:00.000Z,1.2,17.39,3.39,2.42,4.47,1.982,172
2021-06-17T00:00:00.000Z,4.59,20.97,9.5,7.07,11,3.489,231
2021-06-18T00:00:00.000Z,3.83,18.53,7.03,5.55,12.44,3.64,244
2021-06-19T00:00:00.000Z,6.33,81.5,13.2,12.1,15.94,5.526,277
2021-06-20T00:00:00.000Z,2.8,31.17,15.4,8.67,21.65,7.729,304
2021-06-21T00:00:00.000Z,1.6,23.4,7.59,4.42,16.2,6.193,264
2021-06-22T00:00:00.000Z,2.63,46.7,6.9,4.73,15.5,10.237,230
2021-06-23T00:00:00.000Z,3.4,19.73,7.83,6.13,10.23,3.074,291
2021-06-24T00:00:00.000Z,3.8,1204.8,8.33,6.9,13.97,79.899,260
2021-06-25T00:00:00.000Z,3.17,22.53,6.13,4.67,9.52,3.98,297
2021-06-26T00:00:00.000Z,1.63,15.43,4.7,3.45,7.6,2.8,308
2021-06-27T00:00:00.000Z,2,14.3,4.62,3.37,5.7,1.79,308
2021-06-28T00:00:00.000Z,3.4,15.9,6.23,4.73,7.63,1.986,283
2021-06-29T00:00:00.000Z,5.67,39.33,12.27,9.5,17.17,7.645,319
2021-06-30T00:00:00.000Z,5.67,42.63,24.04,16.5,32.53,8.747,298
2021-07-01T00:00:00.000Z,1.07,31.73,8.83,2.7,12,5.876,263
2021-07-02T00:00:00.000Z,4.57,72.17,9.8,7.35,14.24,15.948,249
2021-07-03T00:00:00.000Z,2.83,35.03,8.8,5.9,18.7,7.751,333
2021-07-04T00:00:00.000Z,3.93,17.7,6.77,5.9,8.39,2.161,317
2021-07-05T00:00:00.000Z,1.12,49.1,7.3,2.6,14.68,6.544,257
2021-07-06T00:00:00.000Z,0.8,8.67,2.37,1.57,3.43,1.469,303
2021-07-07T00:00:00.000Z,1.2,16.82,2.83,1.87,4.33,2.303,265
2021-07-08T00:00:00.000Z,2.83,14.83,6.17,5.09,7.1,1.638,287
2021-07-09T00:00:00.000Z,0.8,32.9,6,3.57,14.53,6.801,330
2021-07-10T00:00:00.000Z,3.33,97.07,10.75,5.83,16.63,8.594,330
2021-07-11T00:00:00.000Z,2.2,47.63,6.9,4.09,10.3,4.059,354
2021-07-12T00:00:00.000Z,6.87,165.23,11.6,10.22,14.44,11.076,269
2021-07-13T00:00:00.000Z,3.07,30.3,11.1,6.07,14.47,5.022,231
2021-07-14T00:00:00.000Z,2.7,37,14.4,7.43,21.24,7.772,257
2021-07-15T00:00:00.000Z,1.27,104.4,5.9,2.83,10.13,8.765,311
2021-07-16T00:00:00.000Z,6.43,65.09,15.67,12.87,19.37,6.065,271
2021-07-17T00:00:00.000Z,2.7,48.1,13.73,9.78,19.19,6.099,321
2021-07-18T00:00:00.000Z,1.4,26.33,4.2,3.12,6.25,2.753,272
2021-07-19T00:00:00.000Z,3.5,23.93,8.78,6.87,11.4,3.219,246
2021-07-20T00:00:00.000Z,2.37,23.3,5.37,4.33,7.72,2.869,265
2021-07-21T00:00:00.000Z,2.43,19.7,9.28,7.1,11.67,3.447,294
2021-07-22T00:00:00.000Z,7.47,24.3,13.75,11.8,15.93,2.889,246
2021-07-23T00:00:00.000Z,6.47,34.27,11.18,9.1,17.89,5.604,294
2021-07-24T00:00:00.000Z,8.6,26.3,14.63,13.37,17.17,3.005,281
2021-07-25T00:00:00.000Z,6.1,46.53,17.93,15.8,27.1,8.109,327
2021-07-26T00:00:00.000Z,3.3,43.47,9.27,6.25,30.02,11.996,329
2021-07-27T00:00:00.000Z,1.7,19.67,5.57,3.8,9.09,3.27,344
2021-07-28T00:00:00.000Z,2.29,21.7,5.2,3.93,6.47,1.971,335
2021-07-29T00:00:00.000Z,1.5,13.17,4.33,3.07,5.6,1.673,303
2021-07-30T00:00:00.000Z,1.97,17.93,5.2,3.9,6.9,2.271,241
2021-07-31T00:00:00.000Z,0.9,23.27,2.8,1.9,4.33,2.368,258
2021-08-01T00:00:00.000Z,1.93,10.07,3.7,3.07,4.59,1.473,254
2021-08-02T00:00:00.000Z,1,10.33,2.8,1.99,4.12,1.794,249
2021-08-03T00:00:00.000Z,0.9,11.4,2.77,1.92,3.79,1.52,261
2021-08-04T00:00:00.000Z,1.77,11.4,4.23,3.53,5.27,1.49,219
2021-08-05T00:00:00.000Z,2.17,40.36,6.13,3.83,8.27,3.408,255
2021-08-06T00:00:00.000Z,1.6,21.13,5.6,3.6,9.3,3.776,315
2021-08-07T00:00:00.000Z,0.8,12.3,4.53,1.93,5.9,2.34,319
2021-08-08T00:00:00.000Z,0.83,24.17,2.73,1.9,4.09,2.405,296
2021-08-09T00:00:00.000Z,1.1,8.93,2.93,2.27,4.03,1.418,229
2021-08-10T00:00:00.000Z,1.7,80.3,4.87,3.7,5.83,4.699,303
2021-08-11T00:00:00.000Z,2.77,31.6,7.17,4.59,11.7,4.903,233
2021-08-12T00:00:00.000Z,2,169.03,6.77,3.58,8.88,13.565,292
2021-08-13T00:00:00.000Z,5.13,45.8,9.86,8.1,11.83,3.159,524
2021-08-14T00:00:00.000Z,3.1,157.16,7.82,6.07,10.3,8.954,438
2021-08-15T00:00:00.000Z,4,49.33,9.07,7.27,11.55,4.147,465
2021-08-16T00:00:00.000Z,1.1,16.23,5.7,4.23,7.27,2.448,512
2021-08-17T00:00:00.000Z,2.93,22.23,8.67,6.3,13.2,4.201,544
2021-08-18T00:00:00.000Z,1.3,21.1,3.3,2.33,11.24,4.872,445
2021-08-19T00:00:00.000Z,2.87,20.87,8.27,5.87,10.53,3.232,548
2021-08-20T00:00:00.000Z,1.8,31.87,7.37,5.39,9.9,5.222,517
2021-08-21T00:00:00.000Z,2.02,40.29,5.23,3.27,10.7,5.334,551
2021-08-22T00:00:00.000Z,1.9,34.2,9.19,3.73,13.2,5.701,518
2021-08-23T00:00:00.000Z,1.3,30.7,4.57,3,7.6,7.065,553
2021-08-24T00:00:00.000Z,1.12,13.87,3.9,2.9,5.17,1.743,514
2021-08-25T00:00:00.000Z,1.7,16.3,5.09,4.03,6.97,2.477,530
2021-08-26T00:00:00.000Z,0.5,27.03,2.5,1.5,5.3,4.972,386
2021-08-27T00:00:00.000Z,0.5,23.73,2.77,1.8,3.7,1.917,414
2021-08-28T00:00:00.000Z,1.5,78.37,8.27,5.22,10.1,5.672,373
2021-08-29T00:00:00.000Z,0.6,33.57,3.92,2.5,5.97,3.042,398
2021-08-30T00:00:00.000Z,2.6,43.2,10.22,6.27,13.99,6.638,528
2021-08-31T00:00:00.000Z,3.1,18.3,8.93,6.5,11.6,3.236,539
2021-09-01T00:00:00.000Z,6.27,78.3,13.17,10.3,15.9,5.153,529
2021-09-02T00:00:00.000Z,6.1,32.36,14.8,11.73,19.5,5.517,523
2021-09-03T00:00:00.000Z,5.7,73.93,21.2,12.77,27,8.614,551
2021-09-04T00:00:00.000Z,6.07,66.17,21.04,15.3,30.3,9.829,550
2021-09-05T00:00:00.000Z,2.93,56.53,12.97,9.36,19.8,9.454,479
2021-09-06T00:00:00.000Z,2.83,28.3,10.99,7.4,15.23,5.109,482
2021-09-07T00:00:00.000Z,6.33,100.6,15.87,10.6,23.17,10.563,449
2021-09-08T00:00:00.000Z,5.53,80.2,18.63,13.33,27.57,8.766,579
2021-09-09T00:00:00.000Z,6.23,23.6,11.7,9.17,15.1,3.887,502
2021-09-10T00:00:00.000Z,4.53,38.17,15.53,11.49,21,6.227,565
2021-09-11T00:00:00.000Z,3.9,84,23.1,13.14,29.75,10.153,569
2021-09-12T00:00:00.000Z,4.03,70.97,16.1,9.93,23.53,7.964,567
2021-09-13T00:00:00.000Z,1.6,71.7,5.83,3.75,9.82,5.787,568
2021-09-14T00:00:00.000Z,2.06,65.2,5.97,4.8,8.02,4.353,579
2021-09-15T00:00:00.000Z,7.17,38.9,19.47,14.7,27.3,7.845,566
2021-09-16T00:00:00.000Z,0.73,60,4.5,2.6,22.47,14.659,566
2021-09-17T00:00:00.000Z,0.5,19.47,1.32,0.8,2.54,1.8,564
2021-09-18T00:00:00.000Z,0.56,23.5,4.87,2.57,6.93,3.591,571
2021-09-19T00:00:00.000Z,1.7,19.32,4.33,3.3,5.75,2.059,577
2021-09-20T00:00:00.000Z,1.77,16.93,4.87,3.7,6.23,2.145,571
2021-09-21T00:00:00.000Z,2.13,23.87,7.1,5.5,9.83,4.274,575
2021-09-22T00:00:00.000Z,5.87,119.17,18.43,14.44,22.7,7.754,577
2021-09-23T00:00:00.000Z,1.4,74.56,16.6,5.63,40.53,18.427,582
2021-09-24T00:00:00.000Z,1.4,37.7,16.43,8.49,21.92,8.15,569
2021-09-25T00:00:00.000Z,7.37,67.73,17.89,13.74,22.23,6.769,573
2021-09-26T00:00:00.000Z,3.8,114.37,8.4,6.3,20.63,10.581,562
2021-09-27T00:00:00.000Z,8.67,35.17,14.04,11.67,21.17,6.694,504
2021-09-28T00:00:00.000Z,1.5,41.1,10.07,5.65,17.19,8.523,572
2021-09-29T00:00:00.000Z,1.1,140.83,24.67,12.77,54.69,33.909,561
2021-09-30T00:00:00.000Z,1.1,13.87,3.4,2.33,4.87,1.882,559
2021-10-01T00:00:00.000Z,0.67,15.53,3.5,2.37,5,2.035,539
2021-10-02T00:00:00.000Z,1.3,29.07,5.5,3.6,9,3.799,557
2021-10-03T00:00:00.000Z,6.03,28.5,14.37,10.37,17.2,4.211,559
2021-10-04T00:00:00.000Z,0.8,28.67,4.7,2.35,7.22,4.126,569
2021-10-05T00:00:00.000Z,1.5,373.77,14.05,5.93,30.77,26.084,582
2021-10-06T00:00:00.000Z,0.8,67.37,6.93,3.01,9.68,5.124,572
2021-10-07T00:00:00.000Z,1.4,108.27,10.17,6.5,12.53,8.177,574
2021-10-08T00:00:00.000Z,9.13,69.77,21.13,17.3,30.43,12.469,571
2021-10-09T00:00:00.000Z,3.4,80.2,15.57,8.18,20.3,7.603,561
2021-10-10T00:00:00.000Z,5.97,54.33,19.87,15.3,25.07,7.148,575
2021-10-11T00:00:00.000Z,1.87,47.87,17.72,7.27,23.97,11.3,576
2021-10-12T00:00:00.000Z,0.6,23.33,3.17,1.82,5.83,2.97,585
2021-10-13T00:00:00.000Z,0.83,17.03,3.53,2.37,5.3,2.429,568
2021-10-14T00:00:00.000Z,1.6,42.5,12.49,7.65,17.77,9.128,572
2021-10-15T00:00:00.000Z,1.03,41.2,7.8,4.26,11.73,7.601,570
2021-10-16T00:00:00.000Z,1.73,23.83,6.65,4.63,9.05,3.538,580
2021-10-17T00:00:00.000Z,2.4,23.27,8.99,5.87,13.05,4.513,576
2021-10-18T00:00:00.000Z,1.3,21.4,7.02,4.23,10.9,4.403,548
2021-10-19T00:00:00.000Z,2.5,44.07,14.52,6.39,27.02,11.147,588
2021-10-20T00:00:00.000Z,2.8,21.93,6.37,5,8.6,3.718,558
2021-10-21T00:00:00.000Z,0.53,15.5,3.27,1.83,5.23,2.723,571
2021-10-22T00:00:00.000Z,0.6,22.03,5.43,3.49,8.07,3.383,565
2021-10-23T00:00:00.000Z,1.67,27.9,9.07,6.4,11.67,4.021,561
2021-10-24T00:00:00.000Z,1.5,23.7,9.6,6.3,12.13,4.255,566
2021-10-25T00:00:00.000Z,4.93,188.37,11.99,9.3,17.73,9.089,576
2021-10-26T00:00:00.000Z,3.73,75.09,16.53,13.68,19.39,5.272,564
2021-10-27T00:00:00.000Z,2.4,16.13,6.2,5,7.5,2.125,550
2021-10-28T00:00:00.000Z,4.07,43.1,15.87,10.37,21.72,7.338,545
2021-10-29T00:00:00.000Z,18.2,62.7,39.22,28.1,45.97,10.678,567
2021-10-30T00:00:00.000Z,17.23,52.47,33.27,24.17,41.52,9.294,572
2021-10-31T00:00:00.000Z,8.63,54.03,22.79,17.39,27.25,6.064,564
2021-11-01T00:00:00.000Z,3.3,50.63,23.77,8.33,34.27,13.086,543
2021-11-02T00:00:00.000Z,4.13,48.43,16.07,10.17,20.79,7.589,513
2021-11-03T00:00:00.000Z,1.37,42.77,12.82,8.36,18.89,6.69,542
2021-11-04T00:00:00.000Z,1.2,93.07,22.39,5.57,52.1,25.499,570
2021-11-05T00:00:00.000Z,1,37.1,10.5,7.17,14.3,7.008,575
2021-11-06T00:00:00.000Z,2.87,1999.9,8.72,6.19,11.52,84.2,560
2021-11-07T00:00:00.000Z,1.4,21.03,8.23,5.69,10.79,3.675,548
2021-11-08T00:00:00.000Z,2.6,27.33,10.4,7.9,13.9,4.5,474
2021-11-09T00:00:00.000Z,2,40.79,16.57,10.93,21.47,7.346,538
2021-11-10T00:00:00.000Z,10.73,138.53,23.4,19.03,27.5,7.724,555
2021-11-11T00:00:00.000Z,17.7,68.2,34.72,28.1,42.03,9.845,530
2021-11-12T00:00:00.000Z,8.83,130.87,56.4,27.38,78.27,28.49,500
2021-11-13T00:00:00.000Z,14.4,128.37,30.73,23.87,56.87,21.555,558
2021-11-14T00:00:00.000Z,26.33,219.47,76.48,39.7,93.53,27.153,554
2021-11-15T00:00:00.000Z,32.6,109.47,56.92,48.7,70.55,13.399,540
2021-11-16T00:00:00.000Z,36.1,112.8,78.87,68.77,87.04,14.361,537
2021-11-17T00:00:00.000Z,6.73,51.73,19.04,13.83,28.24,9.486,408
2021-11-18T00:00:00.000Z,12.03,47.6,24.73,20.55,30.5,6.882,516
2021-11-19T00:00:00.000Z,3.57,40.53,15.72,10.54,22.13,7.881,480
2021-11-20T00:00:00.000Z,2.06,60.87,12.5,7.92,20.22,11.511,517
2021-11-21T00:00:00.000Z,5.9,71.37,24.47,15,31.03,9.421,547
2021-11-22T00:00:00.000Z,0.5,21.07,2.5,1.23,4.76,3.206,547
2021-11-23T00:00:00.000Z,7.4,54.03,23.2,17.05,30.75,8.869,545
2021-11-24T00:00:00.000Z,5.09,48.77,20.25,16.55,25.52,8.273,556
2021-11-25T00:00:00.000Z,4.37,48.63,31.73,26.7,36.49,9.804,553
2021-11-26T00:00:00.000Z,5.03,38.79,16.17,10.77,23,7.185,426
2021-11-27T00:00:00.000Z,10.17,68.93,30.37,19.2,44.67,14.811,551
2021-11-28T00:00:00.000Z,6.7,88.73,26.57,19.97,32.63,9.668,542
2021-11-29T00:00:00.000Z,5.5,76.33,28.22,14.83,47.1,18.404,548
2021-11-30T00:00:00.000Z,0.9,30.1,9.4,5.95,17.84,7.461,536
2021-12-01T00:00:00.000Z,0.6,23.2,4.23,1.43,9.07,4.698,531
2021-12-02T00:00:00.000Z,0.4,15.38,2.64,1.43,4.17,2.342,538
2021-12-03T00:00:00.000Z,1.5,17.3,4.9,3.73,6.66,2.53,244
2021-12-04T00:00:00.000Z,10.07,35.63,18.02,15.32,21.55,4.984,532
2021-12-05T00:00:00.000Z,27.05,104.13,62.8,52.63,71.33,15.16,534
2021-12-06T00:00:00.000Z,16.3,86.6,36.03,27.1,50.23,13.088,551
2021-12-07T00:00:00.000Z,19.67,78.87,47.43,40.58,53.4,9.607,550
2021-12-08T00:00:00.000Z,33.92,77.2,52.66,47.16,58.32,7.751,540
2021-12-09T00:00:00.000Z,49.6,137.22,82.3,73.59,94.04,15.428,548
2021-12-10T00:00:00.000Z,60.28,155.07,103.88,85.75,121.35,21.193,528
2021-12-11T00:00:00.000Z,16.6,107.83,54.21,35.86,65.9,17.396,554
2021-12-12T00:00:00.000Z,21.9,81.43,40.75,33.64,47.38,9.956,496
2021-12-13T00:00:00.000Z,9.23,99.7,40.07,30.33,48.63,16.426,466
2021-12-14T00:00:00.000Z,11.2,88.17,21.33,15.6,50.83,23.435,491
2021-12-15T00:00:00.000Z,3.37,83.43,29.87,20.39,45.03,17.57,530
2021-12-16T00:00:00.000Z,2.7,68.77,22.85,13.17,30.7,12.021,542
2021-12-17T00:00:00.000Z,2.7,50.83,16.3,11.07,23.5,8.372,538
2021-12-18T00:00:00.000Z,1.07,25.7,5.59,3.9,9.44,4.69,532
2021-12-19T00:00:00.000Z,0.7,25.4,4.83,3.01,7.85,3.736,541
2021-12-20T00:00:00.000Z,0.73,31.63,7.47,4.8,11.5,5.243,523
2021-12-21T00:00:00.000Z,4.13,42.73,20.6,16.38,25.95,7.171,553
2021-12-22T00:00:00.000Z,3.67,49.93,23.74,16.97,34.22,10.363,538
2021-12-23T00:00:00.000Z,17.2,83.43,36.22,29.39,55.79,16.574,524
2021-12-24T00:00:00.000Z,0.5,87.1,5.13,1.84,19.98,22.148,545
2021-12-25T00:00:00.000Z,0.56,80.97,4.15,2.2,7.47,6.332,524
2021-12-26T00:00:00.000Z,3.9,56.07,16.39,12.19,23.21,10.367,553
2021-12-27T00:00:00.000Z,28.93,90.97,55.9,50.72,61.83,8.954,565
2021-12-28T00:00:00.000Z,26.23,114.67,70.7,43,87.75,24.457,549
2021-12-29T00:00:00.000Z,21.07,132.22,42.42,33.11,51.29,16.117,568
2021-12-30T00:00:00.000Z,4.7,68.67,25.17,16.88,37.9,14.209,565
2021-12-31T00:00:00.000Z,1.1,258.27,7.03,3.73,12.7,32.554,555
2022-01-01T00:00:00.000Z,5.67,181.17,26.17,20.27,30.23,10.863,561
2022-01-02T00:00:00.000Z,2.87,19.07,7.72,5.67,9.97,2.969,562
2022-01-03T00:00:00.000Z,0.5,51.53,5.53,3.44,7.82,4.109,561
2022-01-04T00:00:00.000Z,0.8,22.8,5.09,3.2,7.43,3.689,563
2022-01-05T00:00:00.000Z,0.93,19.47,6.24,4.38,8.19,3.102,564
2022-01-06T00:00:00.000Z,0.7,28.6,4.09,2.43,7.4,4.833,574
2022-01-07T00:00:00.000Z,4.26,30.4,14.4,10.6,18.3,5.184,574
2022-01-08T00:00:00.000Z,7.37,37.2,17.29,13.63,20.88,4.685,538
2022-01-09T00:00:00.000Z,3,37.6,8.53,6.5,11.77,5.63,528
2022-01-10T00:00:00.000Z,3.87,130.33,24.84,19.29,92.42,38.241,536
2022-01-11T00:00:00.000Z,41.5,163.9,66.8,55.67,101.09,30.63,561
2022-01-12T00:00:00.000Z,20.83,121.73,51.23,36.47,61.6,17.813,567
2022-01-13T00:00:00.000Z,19.17,86.53,43.77,32.67,62.3,16.611,562
2022-01-14T00:00:00.000Z,4.09,96.93,24.6,16.09,49.95,19.986,549
2022-01-15T00:00:00.000Z,8,69.13,23.17,18,28.5,7.994,555
2022-01-16T00:00:00.000Z,10.17,72.97,36.65,25.13,48,14.364,556
2022-01-17T00:00:00.000Z,0.77,40.03,10.02,5.52,16,7.551,565
2022-01-18T00:00:00.000Z,2.29,53.33,13.65,8.5,20.9,8.262,559
2022-01-19T00:00:00.000Z,3.23,66.17,18.07,13.63,23.67,6.529,546
2022-01-20T00:00:00.000Z,1.02,22.8,6.77,4.28,9.99,4.317,569
2022-01-21T00:00:00.000Z,0.73,31.4,5.2,3.2,8.86,4.497,535
2022-01-22T00:00:00.000Z,1.1,45.63,9.65,6.82,14.7,9.06,564
2022-01-23T00:00:00.000Z,1.3,59,9.69,4.97,15.23,8.993,554
2022-01-24T00:00:00.000Z,5.33,152.9,23.33,16.43,28.47,9.627,557
2022-01-25T00:00:00.000Z,16.6,59.23,38.29,31.63,44.87,8.691,555
2022-01-26T00:00:00.000Z,5.73,122.9,29.75,23.5,56.67,27.172,514
