date,min,max,median,q1,q3,stdev,count
2022-01-27T00:00:00.000Z,1.67,59.6,16.63,9,33.9,14.432,562
2022-01-28T00:00:00.000Z,2.13,34.36,11.97,8.6,15.89,5.143,565
2022-01-29T00:00:00.000Z,1.33,44.53,16.1,8,23.03,9.226,562
2022-01-30T00:00:00.000Z,4.26,36.83,16,12.5,20.94,5.938,529
2022-01-31T00:00:00.000Z,8.19,57.4,23.74,19.57,27.47,6.457,486
2022-02-01T00:00:00.000Z,1.6,41.47,12.62,7.03,21.77,9.134,490
2022-02-02T00:00:00.000Z,0.7,39.63,8.65,5.01,14.94,7.375,464
2022-02-03T00:00:00.000Z,3.67,41.4,18.72,13.4,24.4,7.816,502
2022-02-04T00:00:00.000Z,0.56,43.6,9.73,1.67,30.92,14.014,541
2022-02-05T00:00:00.000Z,0.6,17.1,5.23,3.43,7.47,2.993,543
2022-02-06T00:00:00.000Z,0.4,11.87,1.9,1.03,3.27,1.761,555
2022-02-07T00:00:00.000Z,0.47,32.2,8.6,4.23,12.33,5.429,563
2022-02-08T00:00:00.000Z,4.2,44.23,15.13,11.4,19.82,6.216,554
2022-02-09T00:00:00.000Z,1.6,33.5,7.3,3.93,15.23,7.764,539
2022-02-10T00:00:00.000Z,0.7,27,9.73,4.8,12.3,4.554,531
2022-02-11T00:00:00.000Z,1.67,33.72,8.5,5.73,11.03,3.874,532
2022-02-12T00:00:00.000Z,1.47,139.77,8.36,5.6,12.68,7.803,568
2022-02-13T00:00:00.000Z,3.13,26.6,9.61,7.2,13.8,4.51,574
2022-02-14T00:00:00.000Z,2.13,19.89,6.42,4.83,8.17,2.511,574
2022-02-15T00:00:00.000Z,2.2,36.86,7.8,6.13,9.82,3.277,580
2022-02-16T00:00:00.000Z,0.67,14.8,1.93,1.2,3.73,2.1,573
2022-02-17T00:00:00.000Z,0.5,21.5,4.76,3.03,6.8,2.909,577
2022-02-18T00:00:00.000Z,0.6,26.77,6.4,4.25,9.77,4.418,580
2022-02-19T00:00:00.000Z,0.6,17.37,4.26,2.92,6.37,2.689,576
2022-02-20T00:00:00.000Z,0.6,18.17,3.4,1.73,5.22,2.865,576
2022-02-21T00:00:00.000Z,0.4,19.57,3.97,1.89,6.33,3.101,565
2022-02-22T00:00:00.000Z,2.5,32.36,10.72,7.87,14.13,4.864,578
2022-02-23T00:00:00.000Z,3.53,50.77,11.3,8.63,14.9,4.991,570
2022-02-24T00:00:00.000Z,0.5,18.82,5.2,3.3,7.42,3.251,577
2022-02-25T00:00:00.000Z,0.7,31.83,5.57,3.65,8.49,4.285,561
2022-02-26T00:00:00.000Z,1.2,39.33,12.6,6.97,18.27,7.353,577
2022-02-27T00:00:00.000Z,6.93,70.4,24.12,16.1,43.73,16.3,578
2022-02-28T00:00:00.000Z,4.7,84.73,24.2,12,36.72,13.745,575
2022-03-01T00:00:00.000Z,4.76,27.3,13.2,9.75,16.39,4.532,580
2022-03-02T00:00:00.000Z,10.23,158.22,29.62,23.55,36.7,10.854,556
2022-03-03T00:00:00.000Z,10.17,75.93,31.35,21.62,41.83,13.881,564
2022-03-04T00:00:00.000Z,2,34.5,8.6,5.27,14.6,6.772,573
2022-03-05T00:00:00.000Z,2.33,39.7,11.97,7.7,14.84,5.01,581
2022-03-06T00:00:00.000Z,1.43,31.73,7.3,5.03,9.9,3.621,559
2022-03-07T00:00:00.000Z,1.1,21.7,6.1,3.73,10.4,4.315,584
2022-03-08T00:00:00.000Z,1.3,61.87,7.8,5.13,10.83,5.643,563
2022-03-09T00:00:00.000Z,4.8,71.38,14.87,9.86,20.03,6.582,576
2022-03-10T00:00:00.000Z,5.93,48.47,21,12.87,32.22,10.292,575
2022-03-11T00:00:00.000Z,6,30.13,14.43,11.5,17,3.826,565
2022-03-12T00:00:00.000Z,3.87,29.8,16.88,11.8,20.32,5.545,566
2022-03-13T00:00:00.000Z,4.5,29.3,15.1,10.73,19.2,5.014,557
2022-03-14T00:00:00.000Z,11.6,44,24.37,18.43,28.63,6.77,567
2022-03-15T00:00:00.000Z,9.19,95.13,29.3,21.27,37.65,15.284,576
2022-03-16T00:00:00.000Z,11.93,86.4,33.43,27.19,43.08,11.679,569
2022-03-17T00:00:00.000Z,4.87,200.07,63.72,53.09,79.75,24.923,568
2022-03-18T00:00:00.000Z,1.5,33.43,9.6,6.87,12.4,4.292,553
2022-03-19T00:00:00.000Z,3.2,39.63,17.42,10.53,27.93,9.63,574
2022-03-20T00:00:00.000Z,15.77,43.53,25.29,21.02,32.17,6.495,568
2022-03-21T00:00:00.000Z,7.93,45.9,17.43,12.73,20.8,5.314,544
2022-03-22T00:00:00.000Z,6.2,145.87,20.04,12.99,24.87,10.509,576
2022-03-23T00:00:00.000Z,20.67,57.77,31.33,28.6,35.53,5.559,563
2022-03-24T00:00:00.000Z,14.77,99.3,35.18,25.25,49.8,14.256,556
2022-03-25T00:00:00.000Z,18.43,125.33,39.5,32.97,43.3,8.412,573
2022-03-26T00:00:00.000Z,4.33,70.5,32.64,13.4,43.73,17.422,580
2022-03-27T00:00:00.000Z,2.57,46.2,10.02,5.77,22.5,9.478,554
2022-03-28T00:00:00.000Z,4.53,29.57,13.7,10.3,19.87,5.675,575
2022-03-29T00:00:00.000Z,2.4,46.33,12.42,7.13,25.37,11.104,564
2022-03-30T00:00:00.000Z,1.1,24.67,7.82,4.9,10.19,4.053,570
2022-03-31T00:00:00.000Z,1.53,21.57,6.03,4.53,7.9,2.991,583
2022-04-01T00:00:00.000Z,1.3,20.23,4.88,3.53,6.7,2.654,558
2022-04-02T00:00:00.000Z,1.1,27.73,3.05,2.2,4.3,2.461,516
2022-04-03T00:00:00.000Z,1.1,14.63,3.33,2.23,4.59,1.813,582
2022-04-04T00:00:00.000Z,2.83,37.17,11.42,8,17.39,7.437,574
2022-04-05T00:00:00.000Z,1.3,29.4,6.77,4.33,11.4,5.814,572
2022-04-06T00:00:00.000Z,1.6,31.7,11.5,4.87,17.82,7.25,574
2022-04-07T00:00:00.000Z,0.5,13.37,2.57,1.47,4.4,2.247,571
2022-04-08T00:00:00.000Z,0.7,28.37,3.23,2.06,4.7,2.353,581
2022-04-09T00:00:00.000Z,0.7,16.07,4.5,2.6,6.45,2.905,565
2022-04-10T00:00:00.000Z,0.8,25.77,5.4,3.4,7.73,3.672,583
2022-04-11T00:00:00.000Z,1,27.2,4.38,3.03,6.42,2.976,576
2022-04-12T00:00:00.000Z,2.8,53.8,7.13,5.63,8.93,3.444,576
2022-04-13T00:00:00.000Z,2.57,39.13,13.49,9.13,15.6,4.404,566
2022-04-14T00:00:00.000Z,1.07,33.7,13.1,6.67,17.47,7.089,561
2022-04-15T00:00:00.000Z,2,43.27,13.42,8.25,17.29,7.528,576
2022-04-16T00:00:00.000Z,0.6,27.03,2.4,1.57,3.75,2.126,581
2022-04-17T00:00:00.000Z,1.3,19.27,4.19,2.92,6.44,3.396,580
2022-04-18T00:00:00.000Z,0.8,39.72,3.23,1.9,14.35,7.174,573
2022-04-19T00:00:00.000Z,1.1,13.97,3.3,2.4,4.7,1.893,567
2022-04-20T00:00:00.000Z,1.3,17.77,5,3.33,7.02,2.615,569
2022-04-21T00:00:00.000Z,2.4,53.6,9.86,8.1,12.02,3.693,565
2022-04-22T00:00:00.000Z,3.53,40.36,13.23,9.83,17.07,7.32,570
2022-04-23T00:00:00.000Z,4.07,24.73,7.3,6,15.9,5.779,567
2022-04-24T00:00:00.000Z,2.23,24.57,8.8,6.27,11.27,3.736,585
2022-04-25T00:00:00.000Z,3.03,34.72,9.3,5.37,18.3,7.416,551
2022-04-26T00:00:00.000Z,1.67,86.43,4.51,3.13,11.94,8.291,560
2022-04-27T00:00:00.000Z,1.77,20.3,6.8,3.7,11.47,4.499,567
2022-04-28T00:00:00.000Z,2.9,32.53,9.67,6.53,14.5,4.778,563
2022-04-29T00:00:00.000Z,2.43,65.47,8.6,6.63,11.1,4.26,570
2022-04-30T00:00:00.000Z,2.97,20.39,8.36,6.37,10.5,3.088,575
2022-05-01T00:00:00.000Z,1.63,16.8,5.93,4.63,7.65,2.41,529
2022-05-02T00:00:00.000Z,3.4,64.4,6.77,5.33,9.36,4.13,490
2022-05-03T00:00:00.000Z,0.8,52.7,4.3,2.47,8.19,4.504,546
2022-05-04T00:00:00.000Z,4.3,34.5,8.69,7.23,11.18,4.108,577
2022-05-05T00:00:00.000Z,2.52,21.7,8.47,5.87,12.2,4.048,570
2022-05-06T00:00:00.000Z,0.9,22.43,8.4,3.4,11.77,4.78,566
2022-05-07T00:00:00.000Z,1.53,20.37,5.8,4.59,7.19,2.205,580
2022-05-08T00:00:00.000Z,1.6,24.7,6.1,4.22,8.22,3.239,569
2022-05-09T00:00:00.000Z,3,35.2,7.93,5.7,11,3.905,543
2022-05-10T00:00:00.000Z,3.03,20.97,6.47,4.67,8.6,2.905,532
2022-05-11T00:00:00.000Z,3.7,25.9,9.47,6.7,13,4.022,530
2022-05-12T00:00:00.000Z,0.8,20.9,3.03,2,6.49,3.946,537
2022-05-13T00:00:00.000Z,1.6,22.87,6.13,4.4,8.41,2.943,540
2022-05-14T00:00:00.000Z,2.29,68.9,8.19,6.5,10.11,4.059,561
2022-05-15T00:00:00.000Z,0.9,62.97,4.47,2.4,7.7,4.687,547
2022-05-16T00:00:00.000Z,1.5,22.27,4.83,3.5,6.59,2.382,549
2022-05-17T00:00:00.000Z,1.67,17.53,6.7,5.09,9.27,3.072,547
2022-05-18T00:00:00.000Z,1.3,14.2,6.07,4.3,7.27,2.363,534
2022-05-19T00:00:00.000Z,2.43,14.27,5.7,4.15,7.03,2.08,548
2022-05-20T00:00:00.000Z,1.37,26.07,7.93,3.7,13.5,5.647,542
2022-05-21T00:00:00.000Z,1.2,22.43,3.5,2.43,5.23,2.325,540
2022-05-22T00:00:00.000Z,0.83,21.83,3.77,2.42,5.94,3.033,532
2022-05-23T00:00:00.000Z,1.17,23.6,3.57,2.57,5.23,2.182,537
2022-05-24T00:00:00.000Z,1,110.23,3.67,2.2,5.52,5.889,537
2022-05-25T00:00:00.000Z,0.8,18.5,3.33,1.9,5.23,2.243,528
2022-05-26T00:00:00.000Z,1.03,23,3.6,2.4,5.33,3.074,538
2022-05-27T00:00:00.000Z,0.7,28.5,6.27,4.19,12.89,6.462,517
2022-05-28T00:00:00.000Z,1.03,30.77,5.47,3.87,7.4,2.953,543
2022-05-29T00:00:00.000Z,0.9,17.17,4.05,2.7,5.9,2.451,488
2022-05-30T00:00:00.000Z,1,53.13,4.33,2.6,8.4,6.134,483
2022-05-31T00:00:00.000Z,1.3,19.23,3.27,2.37,5.17,2.535,514
2022-06-01T00:00:00.000Z,1.3,19.67,4.03,2.73,6.7,2.928,517
2022-06-02T00:00:00.000Z,0.9,13.77,3.9,2.02,5.33,2.737,290
2022-06-03T00:00:00.000Z,1.5,17.8,3.07,2.23,4.26,2.726,323
2022-06-04T00:00:00.000Z,1.9,83.33,3.97,3.1,4.9,4.537,449
2022-06-05T00:00:00.000Z,3.9,21.3,8.6,7.47,10.97,2.846,433
2022-06-06T00:00:00.000Z,2.29,55.3,8.52,5.2,11.63,7.475,371
2022-06-07T00:00:00.000Z,0.8,71.7,3.19,1.87,5.27,4.888,530
2022-06-08T00:00:00.000Z,0.7,11.77,3.3,1.77,5.15,2.05,512
2022-06-09T00:00:00.000Z,1.4,17.32,4.59,3.3,6.59,2.645,517
2022-06-10T00:00:00.000Z,1.27,14.57,4.59,3.43,6.2,2.149,503
2022-06-11T00:00:00.000Z,1.1,42.3,4.7,2.8,6.7,3.33,482
2022-06-12T00:00:00.000Z,1.83,46.57,5.9,3.92,10.5,5.359,505
2022-06-13T00:00:00.000Z,0.8,522.92,4.55,2.27,7.2,41.52,470
2022-06-14T00:00:00.000Z,1.2,20.5,4.59,3.43,6.53,2.662,371
2022-06-15T00:00:00.000Z,1.73,94.43,5.43,3.89,7.57,9.306,500
2022-06-16T00:00:00.000Z,0.9,13.13,3.97,2.4,5.65,2.333,492
2022-06-17T00:00:00.000Z,0.97,161.72,3.57,2.13,6.3,14.933,447
2022-06-18T00:00:00.000Z,1.7,72.09,7.47,3.97,11.27,5.854,516
2022-06-19T00:00:00.000Z,2.43,36,10.19,7.53,13.53,4.428,458
2022-06-20T00:00:00.000Z,1.27,25.7,6.3,3.73,9.52,4.422,393
2022-06-21T00:00:00.000Z,1.03,59,5.17,3.19,7.3,4.537,385
2022-06-22T00:00:00.000Z,1.17,22.37,3.9,2.6,5.7,2.656,360
2022-06-23T00:00:00.000Z,1.53,14.43,4.13,2.8,6.95,2.859,329
2022-06-24T00:00:00.000Z,2.1,31.63,5.63,4.26,7.23,3.42,567
2022-06-25T00:00:00.000Z,8.02,47.97,25.25,20.25,28.55,7.527,572
2022-06-26T00:00:00.000Z,4.5,209.5,9.97,7.39,26.82,15.281,576
2022-06-27T00:00:00.000Z,2.4,21.17,7.93,4.97,14.03,5.356,555
2022-06-28T00:00:00.000Z,0.8,34.79,2.6,1.5,6.97,4.911,554
2022-06-29T00:00:00.000Z,1,30.4,3.07,2.2,4.2,3.147,555
2022-06-30T00:00:00.000Z,3.47,22.8,10.4,7.43,12.4,3.284,567
2022-07-01T00:00:00.000Z,0.93,37.1,11.03,6.4,22.72,9.026,561
2022-07-02T00:00:00.000Z,1.1,24.1,4,2.17,11.54,5.471,557
2022-07-03T00:00:00.000Z,1.7,19.5,3.97,2.72,5.17,1.827,529
2022-07-04T00:00:00.000Z,0.8,15.73,3.2,1.67,5.8,3.377,562
2022-07-05T00:00:00.000Z,0.9,41.07,2.7,1.9,3.87,2.449,539
2022-07-06T00:00:00.000Z,0.7,42.8,2.52,1.67,3.87,2.963,554
2022-07-07T00:00:00.000Z,0.83,17.2,6.43,3.4,7.63,3.068,371
2022-07-08T00:00:00.000Z,1.2,31.13,6.75,3.73,13.43,6.1,546
2022-07-09T00:00:00.000Z,0.9,18.39,4.69,2.67,6.43,2.76,546
2022-07-10T00:00:00.000Z,1.17,22,4.8,3.53,6.47,2.317,554
2022-07-11T00:00:00.000Z,0.8,15.27,3.9,2.4,5.93,2.418,554
2022-07-12T00:00:00.000Z,0.7,10.43,2.23,1.53,3.29,1.443,556
2022-07-13T00:00:00.000Z,1.17,192.13,2.87,2.1,4.09,9.229,514
2022-07-14T00:00:00.000Z,0.7,251.3,3.37,2.13,5.6,11.366,539
2022-07-15T00:00:00.000Z,0.73,38.67,3.1,2.1,4.73,3.462,515
2022-07-16T00:00:00.000Z,0.7,22.6,2.73,1.73,4.26,2.646,574
2022-07-17T00:00:00.000Z,1.23,31.5,4.33,2.9,6.5,2.991,586
2022-07-18T00:00:00.000Z,1.5,44.23,5.8,4.3,8.6,4.576,570
2022-07-19T00:00:00.000Z,2.4,46.4,6.15,4.7,7.83,2.776,570
2022-07-20T00:00:00.000Z,4.09,22.43,8.86,7.13,11.22,2.916,580
2022-07-21T00:00:00.000Z,5.7,33.5,10.59,9.3,12.98,5.116,576
2022-07-22T00:00:00.000Z,1.6,522.16,6.92,4.13,10.19,33.399,574
2022-07-23T00:00:00.000Z,0.8,1846.13,5.7,3.03,9.6,130.633,563
2022-07-24T00:00:00.000Z,0.93,341.63,2.33,1.6,3.67,20.965,574
2022-07-25T00:00:00.000Z,1.77,28.7,8.83,4.65,10.1,3.764,580
2022-07-26T00:00:00.000Z,0.6,18.5,4.47,2.5,8.36,4.122,575
2022-07-27T00:00:00.000Z,0.8,19.37,3.77,2.63,5.43,2.336,578
2022-07-28T00:00:00.000Z,1.3,34,4.43,3.23,6.03,2.886,562
2022-07-29T00:00:00.000Z,1.8,23.67,5.22,4,6.83,2.293,558
2022-07-30T00:00:00.000Z,1.27,34.9,3.63,2.5,5,2.452,570
2022-07-31T00:00:00.000Z,1.47,27.17,5.4,3.8,7.53,2.656,578
2022-08-01T00:00:00.000Z,0.8,21.13,3.67,1.87,6.77,3.471,507
2022-08-02T00:00:00.000Z,1.47,110.37,5.13,3.6,7.37,7.473,547
2022-08-03T00:00:00.000Z,1.6,19.13,4.76,2.9,7,3.783,558
2022-08-04T00:00:00.000Z,1.97,19.73,5.6,3.5,9,3.573,458
2022-08-05T00:00:00.000Z,0.8,28.4,4.63,2.8,6.6,3.171,567
2022-08-06T00:00:00.000Z,0.6,8.69,1.8,1.27,2.8,1.313,545
2022-08-07T00:00:00.000Z,1.2,10.53,3,2.27,4,1.429,456
2022-08-08T00:00:00.000Z,1.67,75.37,4.43,3.4,6.12,5.14,520
2022-08-09T00:00:00.000Z,1.8,40.6,4.13,3.07,5.77,2.661,569
2022-08-10T00:00:00.000Z,1.43,28.23,5.03,3.15,7.83,3.692,485
2022-08-11T00:00:00.000Z,1.57,16.89,4.4,3.3,6.32,2.588,465
2022-08-12T00:00:00.000Z,1.3,14.93,4.51,2.87,6.33,2.471,554
2022-08-13T00:00:00.000Z,3.53,31.57,7.95,6.4,9.4,2.538,584
2022-08-14T00:00:00.000Z,4.09,31.4,10.13,7.03,11.83,3.309,544
2022-08-15T00:00:00.000Z,8.67,56.83,16.98,12.5,21.83,7.603,474
2022-08-16T00:00:00.000Z,5.27,370.23,14.97,9.15,25.9,20.832,581
2022-08-17T00:00:00.000Z,3.77,26.27,11.5,6.17,19.39,6.596,454
2022-08-18T00:00:00.000Z,7.4,31.17,13.79,12,16.97,3.408,478
2022-08-19T00:00:00.000Z,9.02,62.93,23.13,16.8,26.05,6.189,573
2022-08-20T00:00:00.000Z,5.47,68.4,22.03,9.94,42.74,17.451,545
2022-08-21T00:00:00.000Z,1.37,20.17,6.55,4.43,9.78,3.554,528
2022-08-22T00:00:00.000Z,1.6,28.93,5.2,3.73,7.77,3.206,355
2022-08-23T00:00:00.000Z,1.87,46.93,6.23,4.7,7.89,3.193,541
2022-08-24T00:00:00.000Z,4.59,38.07,13.65,10.87,18.82,5.695,482
2022-08-25T00:00:00.000Z,8.1,50.5,18.39,14.2,24.44,7.145,525
2022-08-26T00:00:00.000Z,5.2,37.53,21.27,17.63,25.27,5.688,546
2022-08-27T00:00:00.000Z,3,70.53,12.17,7.2,23.4,14.463,556
2022-08-28T00:00:00.000Z,3.67,33.03,11.1,8.02,14.53,4.665,543
2022-08-29T00:00:00.000Z,1.2,28.93,6.83,3.03,11.1,5.243,539
2022-08-30T00:00:00.000Z,1,29.33,3.7,2.37,8.3,3.716,543
2022-08-31T00:00:00.000Z,0.8,73.3,2.37,1.67,3.4,3.428,533
2022-09-01T00:00:00.000Z,0.7,18.57,2.17,1.6,3.3,2.235,509
2022-09-02T00:00:00.000Z,0.8,429.6,2.33,1.6,3.4,19.25,495
2022-09-03T00:00:00.000Z,1.1,355.6,2.77,2,4.2,24.088,407
2022-09-04T00:00:00.000Z,1.17,11.13,3.47,2.52,4.7,1.689,267
2022-09-05T00:00:00.000Z,1.37,39.77,5.9,4.9,6.83,2.713,364
2022-09-06T00:00:00.000Z,1,42.1,4.53,3.07,5.9,2.927,542
2022-09-07T00:00:00.000Z,1.7,21.3,8.65,5.92,10.05,2.997,512
2022-09-08T00:00:00.000Z,3.5,42.9,9.17,7.3,14.17,9.223,391
2022-09-09T00:00:00.000Z,1.12,22.67,3.95,2.69,9.73,4.565,532
2022-09-10T00:00:00.000Z,0.9,22.5,3.6,2.57,6.22,3.27,512
2022-09-11T00:00:00.000Z,2,91.23,9,5.3,18.2,10.584,524
2022-09-12T00:00:00.000Z,1,85.47,4.59,2.87,7.22,7.533,481
2022-09-13T00:00:00.000Z,2.47,27.33,7.13,4.98,10.72,4.112,493
2022-09-14T00:00:00.000Z,1.9,76.8,6.83,5.27,9.1,5.759,531
2022-09-15T00:00:00.000Z,0.8,26.27,4.3,2.5,7.95,3.805,513
2022-09-16T00:00:00.000Z,1,15.57,4.26,3.09,5.9,2.395,484
2022-09-17T00:00:00.000Z,0.7,28.63,5.7,3.33,9.52,4.67,495
2022-09-18T00:00:00.000Z,0.7,20.6,4.38,2.6,7.1,3.72,510
2022-09-19T00:00:00.000Z,0.6,23.7,3.63,2.31,6.57,3.493,505
2022-09-20T00:00:00.000Z,0.6,16.27,3.07,1.87,4.33,2.107,435
2022-09-21T00:00:00.000Z,0.7,101.27,5.13,2.59,6.83,7.27,484
2022-09-22T00:00:00.000Z,0.7,66.5,4.3,2.45,10.65,7.668,525
2022-09-23T00:00:00.000Z,1.27,30.57,8.05,3.24,10.3,4.119,520
2022-09-24T00:00:00.000Z,6,71.27,11.7,10,14.52,4.864,524
2022-09-25T00:00:00.000Z,3.3,24.4,9.9,8.27,13.42,3.363,520
2022-09-26T00:00:00.000Z,1.07,20.5,3.95,2.57,5.99,2.73,480
2022-09-27T00:00:00.000Z,1.1,24.03,2.9,2.13,4.26,1.994,507
2022-09-28T00:00:00.000Z,0.6,21.77,5.7,3.23,8.67,3.511,507
2022-09-29T00:00:00.000Z,1.53,43.5,10.68,7.7,16.97,6.615,490
2022-09-30T00:00:00.000Z,1.4,32.77,11,6.9,13.52,4.981,496
2022-10-01T00:00:00.000Z,2.2,22.2,8.33,5.13,11.93,4.111,476
2022-10-02T00:00:00.000Z,1.97,26.37,8.8,6.59,11.57,4.067,293
2022-10-03T00:00:00.000Z,2.8,22.63,8.25,6.2,11.67,3.781,296
2022-10-04T00:00:00.000Z,1.8,20.43,7.63,5.23,10.37,3.535,339
2022-10-05T00:00:00.000Z,2.23,15.1,5.15,3.9,6.9,2.269,350
2022-10-06T00:00:00.000Z,0.7,23.03,4.83,3.4,7.17,2.923,535
2022-10-07T00:00:00.000Z,1.73,173,8.59,6.47,10.59,8.317,516
2022-10-08T00:00:00.000Z,1.4,71.33,7.43,4.23,10.19,4.605,537
2022-10-09T00:00:00.000Z,1.3,67.93,6.75,5.3,8.86,4.204,540
2022-10-10T00:00:00.000Z,2.29,86.7,6.87,5.03,9.1,5.257,543
2022-10-11T00:00:00.000Z,2.23,68.17,12.23,7.9,17.53,7.897,526
2022-10-12T00:00:00.000Z,2.23,71.06,11.47,7.99,14.3,5.022,532
2022-10-13T00:00:00.000Z,8.33,239.4,18.6,14.33,24.77,13.696,546
2022-10-14T00:00:00.000Z,6.23,43.33,22.87,10.8,32.6,10.846,527
2022-10-15T00:00:00.000Z,2,56.87,8.9,4.57,31.69,15.165,524
2022-10-16T00:00:00.000Z,0.7,16.03,3.27,1.93,8.5,3.833,412
2022-10-17T00:00:00.000Z,2.2,94.37,7.9,5.07,10.07,6.355,531
2022-10-18T00:00:00.000Z,8.36,75.73,15.7,13.12,19.19,7.087,365
2022-10-21T00:00:00.000Z,7.93,54.27,16.5,13.93,31.97,11.304,518
2022-10-22T00:00:00.000Z,2.97,43.27,12.05,7.27,31.07,12.075,522
2022-10-23T00:00:00.000Z,2.1,29.43,9.17,6.24,12.65,4.51,525
2022-10-24T00:00:00.000Z,2.2,26.2,8.35,6.03,11.57,4.293,518
2022-10-25T00:00:00.000Z,1.7,57.33,7.7,5.27,11.6,6.061,526
2022-10-26T00:00:00.000Z,1.5,82.5,11.14,6.27,17.1,7.055,532
2022-10-27T00:00:00.000Z,2,32.13,11.1,8.15,14.7,5.309,524
2022-10-28T00:00:00.000Z,3.8,22.9,11.37,9,13.67,3.365,514
2022-10-29T00:00:00.000Z,7.07,41.83,18.2,14.7,26.57,7.724,523
2022-10-30T00:00:00.000Z,8.1,61.83,27.67,18.53,38.59,12.18,513
2022-10-31T00:00:00.000Z,22.5,211.57,40.97,32.63,82.67,30.945,531
2022-11-01T00:00:00.000Z,8.02,259.39,26.65,16.14,69.9,28.576,516
2022-11-02T00:00:00.000Z,1.83,22.37,7.23,5.2,9.33,3.772,503
2022-11-03T00:00:00.000Z,2.2,23.93,8.63,6.53,10.97,3.345,554
2022-11-04T00:00:00.000Z,10.5,29.8,16.97,15,19.3,3.311,519
2022-11-05T00:00:00.000Z,2.29,28.93,12.8,8.93,16.32,5.122,523
2022-11-06T00:00:00.000Z,2.83,28.03,13.1,6.93,17.17,6.015,523
2022-11-07T00:00:00.000Z,1.5,26.97,6,4.03,9.94,5.014,541
2022-11-08T00:00:00.000Z,1.27,15,4.7,3.45,7.12,2.793,525
2022-11-09T00:00:00.000Z,1.6,22.93,4.04,3,5.63,2.067,532
2022-11-10T00:00:00.000Z,1.4,65.17,7.8,5.67,9.9,4.186,526
2022-11-11T00:00:00.000Z,2.17,100.47,8.11,6.2,10.43,6.595,508
2022-11-12T00:00:00.000Z,3.9,218.83,14.25,8.5,40.77,24.255,526
2022-11-13T00:00:00.000Z,12.4,87.43,28.25,22.22,37.36,14.97,540
2022-11-14T00:00:00.000Z,28.03,132.22,56.99,41.87,98.39,29.686,524
2022-11-15T00:00:00.000Z,12.8,89.53,58.99,31.4,64.97,18.036,518
2022-11-16T00:00:00.000Z,8.3,141.13,40.65,14.2,72.56,37.279,514
2022-11-17T00:00:00.000Z,10.02,62.53,17.77,14.52,26.07,7.763,516
2022-11-18T00:00:00.000Z,3.97,56.2,20.07,11.73,32.35,12.608,526
2022-11-19T00:00:00.000Z,3,50.03,14.53,9.8,19.37,6.193,515
2022-11-20T00:00:00.000Z,9.8,39.63,21.23,17.14,24.72,5.12,532
2022-11-21T00:00:00.000Z,16.85,58.7,31.4,27.65,35.72,6.921,523
2022-11-22T00:00:00.000Z,22.4,86.5,50.65,41.8,59.97,13.221,526
2022-11-23T00:00:00.000Z,18.2,118.23,52.2,31.7,63.32,21.89,513
2022-11-24T00:00:00.000Z,34.03,143.22,62.53,51.87,98.63,28.293,531
2022-11-25T00:00:00.000Z,21.63,1999.9,52.97,43.29,64.48,135.298,517
2022-11-26T00:00:00.000Z,12.97,130.47,41.02,28.22,51.82,20.417,520
2022-11-27T00:00:00.000Z,6.2,59.53,18.82,14.77,29.22,9.471,528
2022-11-28T00:00:00.000Z,10.73,92.77,33.43,25.25,56.04,17.001,497
2022-11-29T00:00:00.000Z,39.63,87.5,58.53,52,68.75,10.423,437
2022-11-30T00:00:00.000Z,59.03,146.37,86,76.7,105.97,17.423,531
2022-12-01T00:00:00.000Z,50.2,166.23,81.2,68.2,104.43,25.65,482
2022-12-02T00:00:00.000Z,28.3,106.93,53.95,42.84,64.27,14.275,564
2022-12-03T00:00:00.000Z,52.67,123.7,74.65,68.15,81.42,10.519,560
2022-12-04T00:00:00.000Z,68.37,186.6,115.78,100.84,137.12,24.293,517
2022-12-05T00:00:00.000Z,26.4,181.97,73.73,42.47,108.57,39.885,511
2022-12-06T00:00:00.000Z,3.13,35,13.5,9.6,20.1,7.051,526
2022-12-07T00:00:00.000Z,1.3,52.17,9.86,5.93,16.47,11.604,522
2022-12-08T00:00:00.000Z,9.8,131.8,19.88,15.63,24.44,9.025,528
2022-12-09T00:00:00.000Z,18.47,62,35.67,27.78,42.72,9.445,517
2022-12-10T00:00:00.000Z,12.3,64.56,26.43,19.88,34.17,11.015,523
2022-12-11T00:00:00.000Z,13.38,47.95,25.2,20,30.35,6.412,534
2022-12-12T00:00:00.000Z,2.6,57.78,13.18,9.77,20.87,12.116,495
2022-12-13T00:00:00.000Z,13.6,57.57,25.91,21.8,30.8,5.705,516
2022-12-14T00:00:00.000Z,18.39,97.5,34.17,28.15,59.38,20.141,510
2022-12-15T00:00:00.000Z,31.17,98.2,57.13,49.41,67.63,12.52,509
2022-12-16T00:00:00.000Z,44.17,137.69,63.12,57.13,77.56,20.839,476
2022-12-17T00:00:00.000Z,39.25,106.05,65.97,57.53,74.3,11.585,511
2022-12-18T00:00:00.000Z,25.35,106.43,53.27,45.69,64.19,13.519,509
2022-12-19T00:00:00.000Z,22.6,64.43,35.6,31.14,45.51,9.527,521
2022-12-20T00:00:00.000Z,15.6,42.17,25.13,21.29,29.17,5.151,533
2022-12-21T00:00:00.000Z,17,86.87,44.5,32.52,57.78,16.949,477
